23.363,6.0252,0.66691,11.432,-6.1866,15.694,0.88019,0.64195,6.4808,2.8682
6.0252,16.782,5.2328,5.6836,-2.3317,-1.6893,9.1384,9.2044,2.7982,-2.9612
0.66691,5.2328,20.21,4.3761,8.2624,0.58575,9.4815,11.476,-7.3819,4.8089
11.432,5.6836,4.3761,47.162,-6.2338,20.923,-1.7723,17.703,-1.654,7.0435
-6.1866,-2.3317,8.2624,-6.2338,25.089,-8.0561,16.226,-15.6,0.77273,2.8269
15.694,-1.6893,0.58575,20.923,-8.0561,33.389,-10.64,9.6032,6.0477,6.0435
0.88019,9.1384,9.4815,-1.7723,16.226,-10.64,28.43,-9.8309,-1.1741,0.85639
0.64195,9.2044,11.476,17.703,-15.6,9.6032,-9.8309,58.014,-13.507,0.74282
6.4808,2.7982,-7.3819,-1.654,0.77273,6.0477,-1.1741,-13.507,20.168,-2.3977
2.8682,-2.9612,4.8089,7.0435,2.8269,6.0435,0.85639,0.74282,-2.3977,13.431
