11,23,5,6,14,22,15,30,13,27,20,28,9,1,17,3,26,4,25,24,12,10,29,8,16,18,2,19,21,7
3,26,4,5,27,10,18,12,22,1,13,25,21,15,8,24,29,30,19,16,2,7,20,14,28,6,11,23,9,17
4,9,13,6,20,19,1,22,8,23,30,24,14,10,7,16,26,11,21,12,2,5,17,3,15,27,18,29,25,28
24,10,17,27,7,25,29,1,30,13,14,3,20,19,8,5,18,15,6,23,21,2,4,11,28,9,22,26,12,16
1,10,21,23,7,24,28,13,15,18,19,2,20,27,4,8,12,11,26,5,29,17,9,25,30,14,6,22,16,3
9,11,26,15,6,29,30,18,14,17,13,22,25,12,19,4,24,16,3,23,20,5,2,8,28,27,7,21,10,1
25,28,17,7,6,9,22,10,14,30,11,5,15,16,13,8,2,21,27,29,18,4,19,26,1,20,12,3,24,23
15,2,23,17,30,26,20,13,28,18,12,24,16,3,6,5,22,10,9,7,8,4,11,27,25,1,29,21,14,19
13,24,3,14,22,29,28,21,6,26,7,25,30,12,1,2,15,4,23,5,18,10,20,27,9,19,11,17,16,8
4,9,18,7,15,14,6,12,24,3,30,25,27,16,19,1,10,29,26,11,5,20,2,22,13,23,28,17,8,21
20,25,13,9,24,2,7,15,28,14,1,27,3,16,29,23,4,18,17,19,26,21,12,8,11,10,22,6,30,5
25,4,11,8,16,9,26,5,14,3,6,7,2,13,24,20,10,27,12,19,15,21,22,18,30,17,1,28,23,29
5,1,24,21,27,8,10,30,20,2,13,19,15,16,25,22,29,18,9,7,4,12,23,3,11,14,17,28,26,6
7,17,1,22,29,19,12,13,18,14,30,25,10,24,27,16,2,20,28,11,4,6,23,15,9,26,8,5,3,21
28,17,4,21,7,11,30,5,18,19,6,26,9,20,10,2,3,27,13,23,16,25,22,14,15,1,29,24,8,12
28,29,3,11,25,21,18,15,30,6,26,20,13,22,8,4,24,10,23,1,5,12,9,2,16,27,19,17,14,7
8,13,10,28,25,29,18,21,12,20,23,30,15,24,26,7,5,27,2,16,22,14,9,1,17,3,11,19,6,4
11,29,3,19,26,4,24,1,12,16,23,17,28,20,21,6,15,5,25,7,30,10,2,9,22,14,13,18,27,8
28,19,3,16,27,22,8,12,26,5,9,4,15,25,2,13,7,29,11,17,1,21,18,24,23,6,20,10,30,14
8,2,12,16,10,24,22,13,21,29,26,27,4,14,28,7,15,6,5,18,3,19,25,1,9,23,30,20,11,17
18,13,2,7,23,22,20,19,15,30,27,28,10,21,24,17,6,4,8,25,9,14,5,1,12,3,26,11,16,29
30,19,28,15,17,20,7,5,13,9,24,22,12,26,25,2,8,6,23,18,21,4,27,11,16,3,1,14,29,10
9,11,23,15,29,16,14,17,4,20,22,18,25,27,2,1,19,6,5,7,10,13,24,12,21,3,30,28,26,8
13,23,21,20,30,15,9,16,10,11,4,29,14,8,5,2,27,24,1,25,26,6,3,12,7,22,17,19,28,18
6,4,29,8,25,5,13,3,20,2,30,26,12,24,16,10,14,19,21,17,28,15,23,7,11,22,27,9,18,1
