23,35,11,14,36,32,8,25,24,33,12,15,21,5,34,20,4,1,13,37,28,2,38,17,18,10,27,6,39,19,31,22,9,7,29,30,3,26,40,16
26,11,18,29,3,24,20,34,39,14,19,4,37,5,13,21,32,10,40,33,7,12,16,15,8,23,17,9,38,35,31,30,25,6,1,22,28,27,2,36
35,25,40,18,36,4,31,17,2,32,11,19,21,14,34,9,3,26,10,7,37,15,1,28,33,13,29,39,16,24,27,5,22,23,20,8,38,12,6,30
35,10,22,31,8,28,14,16,34,38,5,18,19,6,39,12,7,15,26,23,20,33,37,21,3,1,36,2,32,4,29,24,13,40,17,30,9,11,25,27
19,31,8,12,18,30,3,21,32,10,14,16,35,22,37,11,38,28,7,36,26,33,5,29,15,17,1,27,6,9,40,25,23,2,20,4,39,24,13,34
35,24,36,32,16,21,30,8,2,20,26,12,11,10,28,22,33,7,3,1,18,19,40,38,9,4,29,31,37,17,14,15,23,39,34,5,27,6,13,25
15,19,33,20,28,22,7,6,35,29,21,26,32,2,31,27,39,25,17,36,30,18,38,34,9,8,40,11,1,13,5,14,4,10,3,12,23,16,24,37
28,17,35,2,39,13,27,15,34,22,36,31,19,10,7,25,33,24,18,20,3,26,32,40,14,5,16,11,21,23,38,4,30,9,1,12,6,37,29,8
7,8,21,3,38,19,28,24,18,29,37,11,40,23,22,25,16,14,26,1,36,12,39,9,30,27,35,2,34,32,6,10,33,31,15,4,13,5,20,17
17,38,20,29,4,21,15,10,16,24,5,34,3,6,37,7,28,30,26,13,33,9,22,31,19,23,25,39,27,18,40,2,36,32,12,11,8,1,35,14
17,25,19,22,26,34,8,36,32,33,27,12,39,30,15,13,11,28,5,31,9,7,23,3,40,6,35,29,21,14,2,38,4,10,1,18,24,20,37,16
35,21,24,33,10,6,17,25,40,23,4,26,31,19,38,22,36,34,15,12,5,8,27,7,14,29,3,16,18,30,11,32,39,28,13,9,1,37,20,2
31,2,6,26,36,7,16,39,19,32,8,30,22,25,33,20,23,11,18,14,35,34,28,21,15,17,24,1,37,13,29,10,27,4,12,9,5,38,3,40
24,3,15,32,6,27,17,10,40,25,23,31,2,33,26,30,5,4,20,19,22,11,21,39,35,16,38,12,13,8,18,29,7,37,36,34,14,9,28,1
15,4,22,33,13,16,7,32,14,19,25,1,9,38,31,21,18,3,8,28,23,2,12,26,27,20,37,39,40,24,10,11,6,5,17,36,35,29,30,34
31,25,13,8,10,38,15,17,9,12,36,26,1,22,40,23,6,34,33,39,28,19,20,16,14,2,32,24,35,4,7,5,11,21,37,18,27,3,30,29
12,38,3,18,10,40,6,26,25,24,30,2,37,36,31,23,15,34,39,11,14,16,1,32,4,19,17,21,7,33,29,27,35,5,22,20,28,9,8,13
14,7,10,39,20,9,22,37,17,35,38,12,19,30,34,5,18,23,4,32,26,16,36,2,29,11,24,21,28,6,15,27,31,40,1,8,25,13,33,3
33,35,22,4,9,30,5,1,13,36,11,10,28,31,37,29,39,6,14,34,27,25,3,19,2,17,40,32,16,12,20,26,8,18,21,38,15,24,23,7
12,11,5,21,8,6,40,23,24,30,36,20,28,10,29,22,7,25,33,2,16,38,35,39,26,18,1,4,15,19,32,9,14,34,37,17,31,3,27,13
12,7,3,39,38,33,28,17,21,1,35,22,5,16,8,4,19,36,13,29,20,34,14,27,11,30,37,31,26,32,40,24,23,15,2,18,25,6,9,10
15,2,4,17,29,16,12,26,35,24,18,19,40,34,31,25,5,8,9,36,1,23,3,37,28,11,32,30,20,22,7,27,38,13,14,33,21,6,39,10
3,18,7,39,36,9,21,16,15,38,6,35,4,20,32,29,33,19,37,25,23,8,1,28,2,26,24,11,31,13,27,5,17,34,22,14,10,30,12,40
34,33,32,12,38,11,4,13,1,2,26,35,27,19,18,31,15,16,29,36,20,14,7,23,9,6,39,10,25,40,8,3,30,22,37,5,28,24,17,21
21,11,35,2,29,39,34,7,20,37,3,5,4,40,14,30,13,22,12,23,24,31,6,36,1,27,33,16,38,28,19,17,18,25,9,26,8,10,32,15
