5,8,2,3,7,4,10,9,6,1
10,8,9,4,1,5,6,3,2,7
5,1,7,10,3,8,6,4,9,2
9,8,5,4,7,10,2,1,3,6
8,5,10,7,2,4,3,9,1,6
5,6,8,4,1,10,7,3,9,2
5,4,1,6,8,3,7,10,9,2
2,6,7,5,10,3,8,1,4,9
2,8,4,9,1,3,5,10,6,7
9,3,1,5,8,4,6,10,2,7
9,3,4,6,10,7,5,1,8,2
6,8,7,9,1,3,2,5,4,10
7,2,9,1,5,4,10,8,6,3
6,10,7,2,3,1,8,5,4,9
5,10,3,2,7,9,4,8,1,6
7,5,9,1,2,8,6,3,10,4
5,3,8,4,1,7,9,2,6,10
7,10,5,9,3,6,1,2,4,8
1,4,6,3,7,2,8,9,5,10
1,6,2,10,4,5,8,9,3,7
4,10,9,1,5,6,7,8,3,2
10,4,7,3,1,8,5,6,9,2
9,4,1,7,5,10,2,6,3,8
8,2,5,9,6,10,3,1,4,7
7,9,3,2,8,6,10,4,1,5
