2.547,0.36273,0.020754,0.26452,-0.32073,-0.15554,-0.048917,0.021981,0.1618,0.025705,-0.0020125,-0.022634,-0.004148,-0.037167,-0.10892
0.36273,2.166,-0.13862,0.25245,-0.24541,0.0037551,0.033891,-0.062576,0.066654,0.2479,0.060429,-0.043513,-0.77868,0.31774,0.18148
0.020754,-0.13862,1.2708,0.47768,-0.054666,-0.02587,0.016677,0.22819,-0.04342,-0.030451,0.0094521,0.0092271,-0.022622,-0.37675,0.0079317
0.26452,0.25245,0.47768,3.7385,-0.12056,-0.041939,0.0019956,-0.18603,-0.51429,-0.31856,0.062185,-0.15882,0.0052021,-0.13104,1.0617
-0.32073,-0.24541,-0.054666,-0.12056,1.011,0.025314,0.022152,-0.041783,0.090304,0.28304,0.0068646,0.012455,0.34595,-0.05477,-0.0023665
-0.15554,0.0037551,-0.02587,-0.041939,0.025314,0.83728,-0.15867,-0.10769,-0.023882,0.0019707,0.002152,-0.28258,-0.055474,0.076436,0.43102
-0.048917,0.033891,0.016677,0.0019956,0.022152,-0.15867,0.98032,0.67114,-0.22191,0.20745,0.02668,0.0026212,0.15586,0.46141,0.39695
0.021981,-0.062576,0.22819,-0.18603,-0.041783,-0.10769,0.67114,1.9722,0.29721,-0.00037363,0.020254,-0.181,0.079885,-0.34983,0.83589
0.1618,0.066654,-0.04342,-0.51429,0.090304,-0.023882,-0.22191,0.29721,1.7379,-0.07679,-0.086122,0.0081305,-0.14458,-0.45583,-0.0066764
0.025705,0.2479,-0.030451,-0.31856,0.28304,0.0019707,0.20745,-0.00037363,-0.07679,0.69344,0.24862,-0.27121,0.1237,0.11579,-0.078416
-0.0020125,0.060429,0.0094521,0.062185,0.0068646,0.002152,0.02668,0.020254,-0.086122,0.24862,1.5483,-0.53309,0.012206,-0.15141,0.072246
-0.022634,-0.043513,0.0092271,-0.15882,0.012455,-0.28258,0.0026212,-0.181,0.0081305,-0.27121,-0.53309,1.1825,-0.45077,0.30458,-0.00049406
-0.004148,-0.77868,-0.022622,0.0052021,0.34595,-0.055474,0.15586,0.079885,-0.14458,0.1237,0.012206,-0.45077,2.1118,-0.087167,0.023316
-0.037167,0.31774,-0.37675,-0.13104,-0.05477,0.076436,0.46141,-0.34983,-0.45583,0.11579,-0.15141,0.30458,-0.087167,1.4952,0.24996
-0.10892,0.18148,0.0079317,1.0617,-0.0023665,0.43102,0.39695,0.83589,-0.0066764,-0.078416,0.072246,-0.00049406,0.023316,0.24996,1.9751
