0.75961,-0.34614,-2.9148,-3.9166,-1.8877,-1.3932,1.0999,0.8724,0.21017,-0.15672,-1.0554,-8.1839,3.9525,0.52941,-0.41545,2.3765,-0.25123,-5.6985,-0.54383,1.8837,-1.7272,0.264,-1.7567,-1.712,-3.3256,1.8335,0.51243,0.55508,1.7448,-3.7818
-0.94282,2.8722,4.4564,2.8719,-0.90625,1.315,-1.374,-1.3362,0.86973,-0.22411,-0.67589,3.2682,-3.3597,-1.0215,-1.5132,-1.9766,-2.297,2.7392,1.9687,-4.4461,3.3794,0.075711,0.87753,-1.0436,0.48377,-2.7341,-2.3022,1.1744,-1.724,1.272
6.1593,-5.992,-4.2884,-1.4452,3.7642,-0.56788,0.87637,1.1967,0.92472,1.1273,-0.81205,0.37409,1.792,-1.0891,-3.2034,-2.956,0.90342,0.66894,-1.8545,4.8481,-0.23169,1.5344,0.11668,1.6601,0.25766,3.0753,-1.6814,0.7234,0.63818,0.49668
-2.9476,5.1153,-0.00093548,3.8409,0.61202,-0.1747,-2.9831,-0.95358,1.6062,-0.77981,1.1192,-2.3726,1.924,-1.145,-0.24758,-1.4919,2.1042,2.4435,1.9692,-4.0252,-0.55015,0.032244,-0.84017,0.1566,-1.0061,-1.7498,-0.78708,-1.0657,0.62814,0.84261
-2.1014,-0.54302,2.2583,-6.0523,-3.3607,-1.109,-0.034818,1.1187,-0.99585,-0.01329,-0.42848,-9.4303,3.0355,1.9095,2.5473,1.3144,-1.6625,-5.5018,1.391,-0.51451,-1.324,-4.369,-0.94069,-3.2869,0.074112,2.561,0.63827,0.6069,1.7056,-2.6817
2.8082,-1.7492,-0.31836,1.8129,1.3146,0.18972,0.90516,-2.3524,0.88428,0.30881,-0.63256,3.7429,-4.352,0.33469,-1.7881,0.96912,-1.0068,3.5591,-1.1703,-0.43643,-0.84881,2.2872,-1.4494,2.0262,-1.5677,-2.4738,0.7337,-2.2936,-3.4705,2.7055
0.79668,-1.5784,-4.2686,0.24473,0.24657,-0.86606,2.5602,1.0989,-0.34253,0.49658,0.30068,-6.0013,3.1712,0.37478,-1.025,0.62024,0.98736,-3.1454,-0.83074,0.80298,-1.3396,-1.0161,-0.10796,0.27113,0.79305,1.3403,-1.0268,1.78,-0.023827,0.39958
-4.5799,4.3483,6.9369,-5.9649,-2.9597,-2.1169,-0.67067,0.3829,-1.9886,-0.3808,0.83313,-7.5215,-1.3807,0.66677,2.5772,1.9447,-3.0833,-2.4316,2.5275,-4.7099,0.79815,-0.56842,-1.319,-2.0794,0.39256,-0.53368,-0.76523,-0.56172,-0.26939,-2.6762
7.1631,-3.3841,-7.0619,5.3861,5.0106,1.2362,0.64662,-1.859,1.5746,0.84013,-1.5234,7.8647,-4.0897,-1.1034,-4.0065,-4.7453,1.5018,3.9312,-2.3926,6.5301,-0.36211,3.1378,-0.080818,4.3804,-1.9454,0.22409,1.8239,-0.1587,1.339,2.838
-3.0899,0.2878,2.3975,-1.5851,-4.0889,-0.68574,0.92128,-0.16869,-2.9471,0.63095,-0.53321,-1.8473,-2.0773,-0.402,3.3181,2.395,-2.0805,-3.9635,1.9402,-2.8852,-0.698,-1.1137,-0.052831,-0.26424,-0.87725,-1.2589,-1.1813,-1.719,-0.049457,-0.36526
-1.1397,-1.9953,-1.7594,-2.2129,-4.263,-1.0837,1.7256,0.31516,-0.37985,-1.6642,-0.86849,-6.8492,2.7318,1.296,0.92347,3.0496,-0.29569,-4.7076,1.1031,-0.1043,-1.2876,-1.6135,-1.7476,0.55693,-1.3025,1.5488,-0.99169,0.24474,1.1301,-2.4382
0.22099,2.2345,0.57504,2.6469,0.439,-0.39103,-0.20217,0.29817,0.24164,0.64794,1.046,1.3711,-2.1647,-0.075155,-2.9205,-1.3373,0.75914,0.60742,-0.35839,0.93695,-0.9424,1.3763,-0.069047,1.726,3.0278,-1.0299,-2.4624,0.61526,-0.86033,0.7872
4.723,0.92843,0.99403,3.2295,6.5019,0.015418,-1.4955,-3.941,1.0287,-0.58283,-1.5133,10.41,-8.1028,-0.8858,-1.8549,-0.059548,1.3304,6.6446,0.68902,0.36883,0.15245,4.6256,-2.0954,1.8809,-2.6154,-5.7992,-0.61145,-2.2785,-3.0962,3.0463
6.9379,-2.3801,-5.0612,3.3291,5.8887,1.5215,1.9923,0.032633,0.90284,0.43354,-0.30955,3.3525,1.0309,-0.85466,-2.2222,-2.5317,1.622,2.5591,-2.4691,4.5165,0.23765,0.30475,0.66388,1.6146,0.93879,0.69037,-0.4965,0.0034775,-0.29484,1.5113
0.18446,2.4939,1.8649,4.1219,4.3263,1.1687,-0.25529,0.56498,1.1109,1.1678,1.2271,4.7147,0.97772,0.1542,-1.1038,-2.936,0.77837,4.604,-0.62133,0.58112,0.91949,0.15642,2.6554,0.31974,0.9611,0.61203,0.58,-0.39456,-0.027735,1.2399
2.474,-3.3909,-3.0426,1.2716,6.0728,0.98753,2.8015,-1.3431,0.65991,0.74654,-2.2308,3.4763,-4.3002,-0.92039,-1.9508,-0.71174,0.48743,3.0926,-2.5788,2.5601,-1.4706,0.86014,0.4782,0.77457,-1.7617,-1.345,2.2453,-0.80311,-1.1352,3.0141
-3.6919,2.2696,3.7066,-1.7854,-2.7712,0.68358,-1.2593,0.16128,-1.0832,-0.87663,2.9909,2.0968,-0.57384,0.20105,0.52252,-1.1736,-1.405,1.4226,2.2187,-5.9349,2.6913,-0.5006,1.3302,0.3976,-0.88256,0.31655,0.41664,-1.3993,-0.72747,-1.5099
