1.1651,1.8769,-0.033408,-0.2755,0.61852,1.2938,0.58081,-3.9039,-1.7833,-0.77481
-0.15003,0.39383,-0.74894,0.29291,-0.25769,0.95241,-1.4109,-0.80464,-0.053534,0.70231
0.58496,-0.089112,-0.47075,1.53,0.29523,-1.5694,-1.8191,3.7151,3.4616,1.8664
-0.078198,0.060003,-0.88661,-0.096212,0.057693,-0.50728,-0.66621,1.5017,0.70229,1.0998
0.99538,-0.81214,0.087012,-0.10944,0.43812,-1.9854,-0.49808,2.496,-0.1305,2.1535
0.60331,-0.4998,-0.29577,0.19441,0.27342,-0.23341,-1.0081,1.1945,0.41117,0.85506
-0.20271,-1.6739,2.2054,-0.53811,0.02037,0.2107,-2.6163,3.4373,0.74972,-1.4542
-1.1982,0.52928,0.14012,1.529,0.17421,0.92398,0.8886,-2.6513,-0.8438,-0.58544
-2.1786,0.45782,-0.74533,0.86001,0.48954,0.7414,0.094874,-1.7502,0.92882,-1.0581
-0.20291,-2.0282,0.9573,-1.2102,0.24636,0.010979,-2.4028,5.5818,-0.079901,2.6476
-1.7817,1.4808,1.2194,0.32888,-0.023772,0.26009,1.6009,-3.6135,-0.74571,-0.18091
0.58046,-0.45554,0.8036,-0.73201,-0.15411,-0.14494,-0.89004,1.2014,0.29796,-0.24331
1.575,-1.1527,-0.010112,-0.31391,0.34447,-0.18712,-2.5732,5.9558,1.9521,1.5321
-0.43204,-0.0014792,-0.81463,-0.0046914,-0.14904,1.4438,-0.2117,-0.60255,1.2055,0.25339
0.18541,0.7487,0.82093,0.63525,-1.0894,0.65307,0.33513,-1.1663,0.42669,-1.9742
-1.312,1.6609,-1.1168,1.6201,-0.3046,-1.027,2.3221,-1.474,0.99133,-1.6802
0.033155,-1.6927,0.19561,0.97546,0.61126,-1.8374,-1.8849,6.643,1.5426,1.9568
1.2962,-0.95307,-0.011404,-1.138,0.34377,0.60986,0.18829,1.2727,1.6117,1.835
1.6782,0.62477,-1.3717,1.5567,0.42453,0.94626,-0.50928,-0.91858,-0.10588,0.17805
0.050958,-0.98416,2.4422,0.4486,-0.082368,-0.33846,0.045235,2.8103,-0.3219,0.2678
