1.7812,1.4224,-0.10684,-0.062464,-0.96522,0.34107,-0.84403,0.064907,0.89468,-0.67852,-0.9094,0.18087,0.45676,0.82917,-0.7705
1.4224,9.5617,-2.9446,0.57371,-4.3774,3.6296,-3.3353,-0.56317,5.1768,-0.59496,-4.8272,-2.5053,-1.3394,4.7037,-3.1878
-0.10684,-2.9446,3.26,-0.64207,1.3245,-0.25822,1.4003,0.22043,-2.2292,-0.69633,1.5896,1.2563,0.91405,-0.58481,0.55513
-0.062464,0.57371,-0.64207,1.7003,-0.24632,-0.41778,0.52565,-0.016658,1.423,0.1384,-0.86447,0.004374,0.81005,-0.23844,0.95625
-0.96522,-4.3774,1.3245,-0.24632,6.4334,-1.212,2.7711,1.5232,-3.8179,-1.331,4.4086,-1.4281,0.96726,-3.9572,-0.76926
0.34107,3.6296,-0.25822,-0.41778,-1.212,5.1747,-2.2851,-0.82069,1.0729,0.86036,-0.86091,-2.5767,0.10261,1.2699,-2.0783
-0.84403,-3.3353,1.4003,0.52565,2.7711,-2.2851,4.1657,0.90498,-1.2551,-1.285,1.8735,1.6636,1.0047,-2.1262,1.554
0.064907,-0.56317,0.22043,-0.016658,1.5232,-0.82069,0.90498,1.5336,-0.29684,-1.0557,1.0001,0.19287,-0.12727,-0.86286,-1.071
0.89468,5.1768,-2.2292,1.423,-3.8179,1.0729,-1.2551,-0.29684,5.9495,0.0067204,-4.1694,0.94103,0.12442,2.3376,-0.72564
-0.67852,-0.59496,-0.69633,0.1384,-1.331,0.86036,-1.285,-1.0557,0.0067204,3.7129,-0.44992,0.73027,0.65955,-0.19147,2.5988
-0.9094,-4.8272,1.5896,-0.86447,4.4086,-0.86091,1.8735,1.0001,-4.1694,-0.44992,4.6411,-0.94491,0.51935,-3.3894,-0.4048
0.18087,-2.5053,1.2563,0.004374,-1.4281,-2.5767,1.6636,0.19287,0.94103,0.73027,-0.94491,7.6975,0.65431,-0.20008,2.9994
0.45676,-1.3394,0.91405,0.81005,0.96726,0.10261,1.0047,-0.12727,0.12442,0.65955,0.51935,0.65431,3.2307,-1.4788,2.0845
0.82917,4.7037,-0.58481,-0.23844,-3.9572,1.2699,-2.1262,-0.86286,2.3376,-0.19147,-3.3894,-0.20008,-1.4788,4.9201,-0.60537
-0.7705,-3.1878,0.55513,0.95625,-0.76926,-2.0783,1.554,-1.071,-0.72564,2.5988,-0.4048,2.9994,2.0845,-0.60537,6.6624
