22.915,1.3284,-4.5728,-6.0409,1.5069,0.54469,1.6173,8.2694,0.95285,2.732
1.3284,143.94,-14.594,2.2833,32.873,9.3576,12.007,-7.2024,21.025,67.313
-4.5728,-14.594,9.6075,-2.3918,-4.2615,-1.496,-2.6021,-1.7013,-5.9907,-12.151
-6.0409,2.2833,-2.3918,15.008,-7.5069,-8.2894,-0.47169,-2.3122,3.1264,-1.9925
1.5069,32.873,-4.2615,-7.5069,42.795,13.563,3.884,-8.7515,14.859,31.078
0.54469,9.3576,-1.496,-8.2894,13.563,13.822,0.998,-2.9963,2.3005,13.372
1.6173,12.007,-2.6021,-0.47169,3.884,0.998,3.0642,1.1116,2.6522,7.4479
8.2694,-7.2024,-1.7013,-2.3122,-8.7515,-2.9963,1.1116,12.347,-4.0736,-8.0075
0.95285,21.025,-5.9907,3.1264,14.859,2.3005,2.6522,-4.0736,15.533,19.822
2.732,67.313,-12.151,-1.9925,31.078,13.372,7.4479,-8.0075,19.822,52.854
