94.074,-4.5131,20.997,-2.2623,-8.0997,12.696,-9.4068,-4.2988,-8.5556,21.584,5.0892,-3.2643,-9.6346,4.6342,6.0185,18.065,-3.0054,2.1228,10.293,3.3749,-1.8818,2.2413,-1.8884,-18.312,-22.317,-1.0792,-8.6533,3.4036,-9.834,15.454,8.9443,-13.228,11.1,-12.6,-8.5918,2.447,-9.7693,8.3887,11.252,-8.0769,0.46574,-3.4723,-13.082,-1.0787,3.1443,18.69,-17.164,3.5614,-2.6328,9.4901
-4.5131,107.68,-10.662,-1.0006,-0.65637,6.8284,-2.9897,7.1407,9.4903,8.1093,-4.2882,-10.881,-1.6488,-5.6997,10.252,-7.0737,11.892,-16.255,-5.898,1.7335,3.6437,2.2457,-12.399,5.4572,8.8467,-1.5777,-7.1271,-13.717,-15.579,-5.4058,-15.715,3.3042,16.028,-5.1343,-2.0654,9.5645,-4.9273,3.0559,18.217,-10.435,9.2294,0.026593,8.8835,-20.382,-13.103,17.521,1.4009,1.6063,4.8345,-2.8302
20.997,-10.662,212.16,-11.971,-10.499,11.74,-4.5994,6.1702,13.37,5.0049,-10.739,1.7961,7.8134,-13.529,11.951,28.963,-13.035,-10.145,-1.6586,-14.048,-8.0078,14.616,22.945,-5.04,8.8998,-9.7509,-13.207,3.4272,-3.5215,2.98,20.191,3.873,-5.2951,28.865,-17.175,-8.0789,5.2598,4.7965,21.858,-9.1895,12.481,14.544,-9.6358,-1.2408,8.9223,2.8125,-0.12421,-26.24,9.3375,-8.6719
-2.2623,-1.0006,-11.971,93.876,-4.0671,-5.2994,5.4094,8.169,2.3878,-5.7524,5.1528,-12.225,0.16676,5.7407,-3.2102,3.6487,-4.1431,3.2355,3.2314,3.9378,-16.393,3.1611,5.9576,3.8778,12.981,-5.647,-1.2404,1.5031,-2.9531,-11.701,-14.643,-6.8656,-1.6817,0.60014,-13.202,12.302,-3.1747,1.8264,18.38,9.5695,-6.0322,-15.319,12.834,-4.9146,19.111,4.02,-6.693,9.0866,-4.8383,13.248
-8.0997,-0.65637,-10.499,-4.0671,78.223,-17.111,9.287,-4.2728,5.7688,15.469,10.129,-25.261,4.1585,7.1454,-6.8696,-3.5718,-12.445,3.9706,0.23353,-1.1057,-0.98931,-16.733,-7.0705,-3.1271,-4.42,12.653,-0.7191,-9.0992,-21.601,-10.411,8.8006,9.4241,4.1987,3.8616,0.34606,-4.3305,8.667,2.5727,4.3729,-14.044,12.181,-5.755,-12.658,13.292,5.7943,-1.4883,2.1462,-11.359,-6.3171,-1.0233
12.696,6.8284,11.74,-5.2994,-17.111,73.851,-12.721,-8.6993,-1.1377,-11.896,-13.661,12.13,2.53,-10.955,-0.32351,-1.3439,9.1034,-9.6082,11.619,-6.5289,-3.8918,16.538,11.735,-7.2498,3.604,-1.4589,-0.18996,24.281,1.2263,8.5731,-1.6838,-0.85983,6.6874,-10.762,-0.14113,-0.066464,-18.16,-21.605,2.2822,-8.1845,-12.131,-8.4344,-0.028101,-5.4789,2.0936,3.5131,-6.8942,0.40206,2.2331,-3.1167
-9.4068,-2.9897,-4.5994,5.4094,9.287,-12.721,62.869,-8.258,-4.064,-16.956,-2.4672,-2.9437,0.42819,1.9831,-0.3785,-7.6562,4.9383,3.6187,9.1589,4.6753,-5.9822,-6.4856,13.681,3.2977,11.693,-5.9607,-2.7005,-12.088,-10.199,3.9887,-5.5042,-2.0466,-7.667,11.43,1.5022,-2.5247,11.755,3.0569,0.13742,0.091439,7.0849,7.4817,20.389,-5.39,-0.17008,-1.3156,0.2274,4.1954,-5.1143,0.33622
-4.2988,7.1407,6.1702,8.169,-4.2728,-8.6993,-8.258,68.935,23.013,1.9019,12.521,14.498,3.704,6.1038,-7.4233,-0.43691,4.3837,-1.3916,-2.8815,-4.9419,0.84762,-9.742,21.456,-1.3044,1.5988,2.8901,-10.818,-8.9538,11.875,-23.255,-7.9684,6.0424,7.3716,9.0951,-0.26347,-5.8134,0.19273,-3.8955,9.5193,4.0108,-0.37021,-3.5262,-12.015,3.5107,0.32256,7.2181,0.73139,1.6515,-0.30206,5.9276
-8.5556,9.4903,13.37,2.3878,5.7688,-1.1377,-4.064,23.013,81.469,9.5618,2.2967,8.557,1.5931,17.098,8.6865,-12.757,1.95,-2.8722,1.5364,2.3922,5.1347,-13.782,-2.1686,-0.92926,5.592,7.2185,-14.115,-0.20831,-18.871,-8.0896,-4.7647,8.9228,-8.9072,-0.22576,-7.9043,-4.7989,-7.6524,-2.7653,16.24,9.6923,2.4771,-4.584,1.9245,-10.838,1.1398,2.9874,2.0328,8.4089,3.7339,-3.8592
21.584,8.1093,5.0049,-5.7524,15.469,-11.896,-16.956,1.9019,9.5618,132.76,56.407,-24.309,-9.8237,12.589,-11.581,-5.8446,-3.8299,-5.2707,-5.4127,5.8976,0.045087,9.8085,4.8337,-14.322,-0.7043,8.9284,10.97,6.9219,-0.55489,7.7076,-7.3314,-7.3197,5.0105,-10.896,0.091809,14.43,29.938,21.161,16.012,-14.82,10.556,-21.221,-24.504,6.5386,-0.087222,-0.58525,8.32,-17.325,11.016,-0.83995
