61.236,12.738,0.78911,-8.5911,5.0311,-4.9562,8.3533,10.539,22.832,-2.8779,-6.3736,4.7663,7.5593,0.42892,-0.26094,-5.0767,1.7542,-17.976,-4.2199,1.3668,0.056583,-3.7986,-3.9652,-11.324,1.4431,-18.106,5.4144,6.7829,7.1094,-5.042
12.738,50.56,-4.8625,1.9044,0.24272,-0.77553,3.0886,-5.2832,5.3476,-6.3238,-4.1616,2.7591,-5.3074,-8.2973,-5.7359,1.4036,0.17684,-1.2898,1.1496,7.0674,-7.0311,1.347,2.5654,-7.85,-5.5116,12.335,-6.7239,-4.7705,-1.0539,2.3835
0.78911,-4.8625,59.868,16.561,-5.1529,12.943,-2.7435,-3.9831,-2.1111,1.0982,-8.0444,2.4784,2.5036,4.6372,2.0052,-7.0473,-6.2147,3.4689,-1.5724,-2.4398,10.306,5.537,-0.52534,-2.8748,-6.0105,-10.009,0.082749,2.9859,-0.43081,0.8322
-8.5911,1.9044,16.561,39.066,-6.2978,-16.519,7.892,-1.6284,4.8551,6.0956,3.1355,4.9284,-6.4793,-12.613,0.19745,-0.48196,-1.797,8.4143,7.099,-0.63143,1.5887,3.0152,-10.074,-0.95437,-3.5546,11.032,-6.7073,4.5121,-0.36721,2.8861
5.0311,0.24272,-5.1529,-6.2978,39.496,22.486,-0.83295,2.6143,8.5823,2.5572,-6.1549,5.8467,4.218,4.3042,5.0563,1.7667,10.079,-8.2911,-1.5945,2.6885,-3.6773,8.1243,0.57541,0.5114,-6.3662,-1.2652,2.3626,4.2405,-10.634,-9.222
-4.9562,-0.77553,12.943,-16.519,22.486,81.449,-25.826,-5.6968,-9.6045,0.25769,-21.568,1.14,14.71,7.9033,10.564,1.4843,14.367,-10.325,3.5366,-10.677,-3.2693,10.526,8.3648,-9.7193,-11.014,-10.257,1.4023,8.4483,-15.763,-2.8491
8.3533,3.0886,-2.7435,7.892,-0.83295,-25.826,60.478,4.1869,-2.3058,1.7313,10.069,4.9495,-7.3187,-11.008,-3.8938,-5.3718,-6.1687,-2.1236,4.0548,-2.4008,-0.28859,-1.6772,12.11,2.6385,11.639,-5.4716,4.4792,-6.1925,4.1196,-3.4274
10.539,-5.2832,-3.9831,-1.6284,2.6143,-5.6968,4.1869,35.699,16.714,-4.6286,4.1009,3.4884,2.7352,1.4037,-1.3624,-11.901,0.14343,-12.09,-3.7399,-3.4201,-4.236,0.32688,-1.509,5.2702,-2.8191,-8.9206,7.9848,-7.262,-2.2766,-2.1737
22.832,5.3476,-2.1111,4.8551,8.5823,-9.6045,-2.3058,16.714,86.916,-13.147,-0.39842,15.742,10.805,-0.85529,4.2815,-2.6227,0.31594,-11.359,2.5673,-8.0937,-14.657,-0.13601,1.9255,-4.6444,-2.187,5.8467,-2.8415,-4.5156,-4.7116,-4.6145
-2.8779,-6.3238,1.0982,6.0956,2.5572,0.25769,1.7313,-4.6286,-13.147,68.12,1.0963,11.334,-9.251,1.6649,-8.1014,-6.0428,9.7798,-5.2797,-3.1096,-0.72201,4.2559,-1.2966,-18.082,-5.0004,0.028768,2.3242,-1.588,5.9427,-8.9258,-2.6241
-6.3736,-4.1616,-8.0444,3.1355,-6.1549,-21.568,10.069,4.1009,-0.39842,1.0963,50.337,0.97452,6.9433,-1.9822,-4.3902,1.3581,-10.279,10.202,-1.8297,6.0087,5.1901,-2.701,-1.056,4.9739,-1.2819,3.4655,-3.3206,-3.9663,3.2113,2.2197
