0.41524,-0.9741,-1.0035,-0.094997,0.0069215,0.033738,-0.04802,-0.31434,0.91166,0.16107
-0.90269,-0.56566,0.76028,1.8063,-0.48598,0.63222,-1.5107,-0.79615,-0.62975,0.13468
0.77888,0.69144,-1.3533,-0.908,-0.17218,0.32376,0.50949,0.84488,1.259,0.25018
1.1827,0.23417,-1.2205,0.28878,-0.78993,0.14822,0.13546,0.30253,-0.37388,-0.54043
0.015251,-0.030181,-0.95027,1.5001,-0.23509,1.2393,0.76681,-2.263,-0.3066,-0.73014
0.87191,0.96778,1.4282,0.21055,-2.0334,-0.54563,-0.025383,-1.8787,0.32633,0.073553
-0.177,2.2265,-0.2676,0.4971,1.2808,-0.8514,-1.0707,-1.1155,0.74382,-0.35611
-0.040979,0.10187,-1.5572,2.6377,-2.2239,-1.0265,1.7153,-0.59194,-0.36549,-0.44961
0.88461,-1.8037,0.46921,0.14679,-0.69166,-0.74478,-2.0094,-1.0248,0.22085,0.60882
-0.37059,-0.82797,0.95436,-0.54861,0.91173,-1.2818,-2.4968,-1.184,0.72491,1.4548
-0.088144,-1.4328,0.46283,0.81855,-1.0056,0.17793,0.22782,-1.3208,-0.76542,-0.27562
2.0829,-1.1578,0.52321,1.5312,0.40706,-0.26549,0.38523,0.79514,0.22209,2.0034
1.8429,-0.30565,-1.0297,1.8239,-1.1089,-0.15442,0.4697,-0.34101,0.0071319,0.44046
-0.010131,1.0167,0.24235,1.6913,-1.4639,-0.63849,0.91666,0.038235,0.85477,-0.82624
0.12352,0.23698,1.3218,0.82138,-1.743,0.66242,0.95406,-0.66742,-0.83348,0.027525
-1.002,0.060997,0.81222,1.8214,-2.8883,0.92872,0.34551,1.5191,-0.27767,0.56676
0.19661,0.11958,-1.1841,-0.16269,-0.48889,1.4534,-0.073509,0.28386,0.69676,-0.34745
-0.60747,0.55168,-0.72827,-0.87942,1.572,-0.26901,-0.2353,-1.0235,0.39829,0.32107
0.4943,-0.31852,0.22145,-0.0019921,-1.3497,-0.30448,0.5935,-1.5414,-0.49727,0.091342
-0.45606,0.10878,-1.1059,2.5424,-2.3572,-0.90865,0.87888,1.4132,0.0187,-0.85682
