0.89155,-1.2359,0.48722,-1.3925,0.73773,-1.5488,-0.5489,-0.55471,1.4742,-0.40984,0.44651,0.31712,-0.14268,0.099291,-1.5783,-0.49041,0.66504,1.1952,-0.4505,-1.1267,0.048019,-1.1374,-0.57884,0.42826,-1.0313,0.35512,-1.157,-0.16651,-1.5749,-0.029119,-0.73346,-0.16425,-0.72075,0.23449,-0.73901,-0.53698,0.17944,-0.78392,-0.98147,0.61824
-0.51095,0.33714,-0.71211,0.44064,-0.40905,-0.37205,-0.32696,-0.78605,-0.32235,1.219,-0.013081,-0.26718,1.4518,-1.9391,0.17319,0.7971,-1.3434,0.62293,0.86197,-0.88896,0.97252,2.0197,0.19143,0.66677,0.6937,0.92471,1.2607,1.348,-1.6763,-1.951,-2.2412,0.46195,0.88726,0.047008,2.2779,0.76764,0.45445,-0.75199,-0.10948,-2.7373
0.63823,-0.83398,0.18022,1.233,1.8311,-2.587,-1.2833,0.041829,-0.23502,0.50471,-0.10295,-1.2437,0.44607,0.47647,-1.3759,0.52045,-0.028935,0.25609,-0.30481,-0.065547,-1.8581,-1.4023,-0.47388,-0.63855,0.040672,1.2981,0.38506,0.27534,-2.4836,-0.14068,-1.9018,-1.0148,-2.5876,0.38959,0.85395,1.5441,-1.3127,1.1439,-0.31768,-0.9927
0.75427,2.0868,-0.60014,-1.9536,1.1329,1.4937,0.57735,0.37469,-1.8424,-0.27414,0.39754,-0.52644,1.3343,-0.33822,-2.0965,-0.20589,-0.42046,-1.3519,0.23033,-0.26714,-1.2121,-1.3416,0.77347,0.59287,0.7547,-1.182,2.0937,-0.81085,0.44957,-0.46022,0.98257,0.056578,0.70131,-0.77936,0.12437,1.4353,-0.070582,0.18007,0.34794,-0.67666
0.56894,-0.092711,-0.79647,-0.82264,-0.12181,1.8014,1.7115,-1.3532,1.3454,-0.57843,0.57148,-0.63716,0.66818,0.52307,-0.555,0.61247,-1.6756,0.5599,-1.7806,0.037558,-2.9892,-2.6455,0.48324,-0.037487,1.6417,0.9222,-1.0927,0.87891,-1.2785,0.28514,-2.1946,1.7351,-0.28468,1.7264,-0.057315,-0.84242,0.55553,0.83939,0.033467,1.1174
0.85405,0.31485,0.066742,0.75915,0.057181,-0.69314,-0.88222,0.3641,-0.845,1.4788,0.041778,1.5449,0.07815,0.10548,0.22521,0.76201,-0.8541,0.21824,-1.4033,-0.12391,-1.1543,-2.5061,0.5051,-0.26032,1.3307,0.1201,-1.2079,0.75788,0.98479,-0.01574,1.0782,-0.40935,-1.5007,-1.57,0.62312,-0.34788,0.62653,0.67299,-1.0166,0.96422
-0.55095,-1.8769,0.84942,-2.4093,1.4872,0.11837,0.44251,1.4973,-0.32892,0.48171,0.41946,0.14063,0.56025,0.40888,-0.91463,0.37771,-1.2992,-0.95225,0.019938,0.47955,0.50217,1.6321,-1.2054,-0.25596,0.26103,-0.95553,-0.062235,0.23094,-1.3329,-1.5171,-0.4966,-0.1717,-2.0303,1.6322,1.7376,0.615,-1.543,0.74512,-0.7965,0.58214
1.8206,-2.3702,-0.66153,-0.44675,-1.8763,-0.66499,-1.143,0.38332,-0.14023,-0.39372,-1.6638,0.4822,1.4252,-1.6626,-0.90847,0.77638,-0.68562,-0.55152,-0.0053246,-0.068923,0.24703,-1.3676,-0.82672,-0.52418,0.43507,1.1093,-0.52296,0.67824,1.201,1.1281,0.057822,0.28856,1.7499,0.60729,-2.3221,1.0885,0.10109,-0.21333,0.20323,1.5572
0.57305,-0.11361,0.26645,2.1018,0.46984,0.81303,0.41394,-0.82087,-0.31629,0.52735,-0.11083,-1.3736,0.14207,1.0285,0.45905,1.5496,0.055781,0.099747,0.147,0.14588,-0.70582,-0.73964,0.27794,-0.37334,0.52128,0.25978,0.69843,-0.57377,0.545,0.49978,-0.668,1.0057,0.35439,0.26394,-1.4654,0.70125,-0.64973,0.2129,0.83231,-0.45296
1.2936,1.5213,-0.4526,-1.0095,0.25128,-1.3517,-0.49519,0.27589,-1.1467,0.19179,0.19589,0.056534,0.26775,0.33091,0.028035,1.5826,-0.57125,-0.86585,0.39343,-0.71427,-0.32281,-0.24165,1.4882,-1.6524,-0.71079,-1.2976,1.2974,-1.8291,0.6257,-0.013118,-0.1846,0.088899,-0.98241,0.93705,0.75108,1.3182,-0.22811,0.75854,0.81016,1.1641
