0.052287,0.1736,-0.22981,0.42363,0.25343,-0.20789,-1.5143,-0.711,0.34032,0.32748,-0.64123,0.061453,-1.0662,0.26399,0.28252,-0.21327,1.2155,-1.7584,-0.35768,1.6324,0.30739,0.27603,-0.25275,0.25335,-0.24014,1.5755,0.15114,0.91696,-0.22964,-0.35582
0.4695,-0.18154,0.22216,1.2217,-0.3575,-1.2943,-0.3914,-1.3762,-0.69521,0.80681,-0.3571,0.20304,-0.88221,0.47554,0.38914,1.1726,-0.7692,0.24355,-1.6284,0.88451,1.5197,-1.4626,-0.92207,-1.0089,0.61704,0.36504,0.20145,1.0397,1.0211,-0.49143
-0.84247,0.47501,0.15057,0.1269,-0.012126,0.91566,0.38946,-0.49268,-1.1126,-1.2355,-0.67126,0.14651,-0.74603,0.17521,-0.4489,0.25642,0.57527,-0.27321,1.5298,-0.052709,1.0066,0.45098,1.5754,0.63029,0.61693,0.028595,-0.65649,-0.15064,-0.72358,0.2879
-0.41483,0.49642,0.66322,2.1916,0.85147,0.54249,0.18234,0.025362,-0.16559,-0.7188,0.1182,0.18625,-0.052528,-0.65855,1.8052,0.7278,-0.098896,-0.12648,-0.4498,-0.3126,-1.1961,-0.66476,-1.607,0.30343,-1.246,0.57255,-0.81954,1.3372,-0.76569,0.75353
0.96082,0.5817,-0.79601,-0.26591,-0.047514,-0.81397,-0.18007,0.29861,-1.0295,-0.79948,-0.032717,0.23154,-0.87416,-0.72799,0.091257,0.52402,1.3067,-1.5519,-0.079448,1.1139,-0.74909,0.21675,0.029781,0.085373,-0.67744,-1.1117,0.78809,0.38192,-0.18104,0.89711
0.37878,-1.5875,0.43742,1.6088,-0.60253,-1.4501,1.6333,-0.35407,-1.1457,1.6283,-0.4102,-1.2146,-1.7053,0.31833,-0.74607,0.25385,0.31563,-0.14772,1.6432,-0.036184,-0.024709,0.071418,0.1907,0.30549,0.78787,0.39967,-0.091094,1.5368,0.25496,0.70449
-0.29573,-0.19596,-0.92312,0.42423,-0.44178,-0.29567,1.25,0.52303,-0.12445,-1.5761,0.45898,-0.2845,0.49049,-2.2081,0.54059,0.86929,0.53651,-2.0936,-1.3349,0.6116,0.29873,1.3379,0.50805,0.015867,0.67907,0.57996,-1.1869,-0.78343,0.73709,0.049576
-1.2248,-0.33602,0.31437,0.56478,-0.16797,1.8895,0.29734,0.37938,-0.35481,-0.98943,-1.2889,0.17566,-0.10697,-0.5381,0.92139,1.0058,-0.69142,1.5866,0.3089,-0.34144,-0.74725,0.17717,-0.4601,0.79638,-0.95145,-0.8846,1.7039,-0.70475,-0.60651,-1.5428
-0.23286,-0.84741,-0.67604,-0.30126,-0.13397,-0.14353,-0.39806,0.81964,0.41684,-1.762,0.35484,-0.83432,0.13582,0.71801,-0.66479,-0.64244,-0.70331,-0.88072,-0.67366,-1.2609,-1.0761,-0.63421,1.2031,0.049268,-0.86283,-0.067878,-0.2634,0.80666,-0.36331,-0.59981
0.58136,-0.54781,-1.1782,-0.53424,0.95037,1.313,0.33345,0.51269,0.042835,0.19481,-0.98795,-0.54111,0.74305,-0.71238,0.042329,0.19062,1.4131,-1.6026,0.087381,-0.64834,0.22553,1.3687,0.84623,0.57929,-0.97447,-0.877,1.4758,2.0259,-0.90355,-0.61642
0.039395,0.44518,0.66972,1.9624,1.6268,0.83513,-0.31622,0.25207,-0.16765,0.68727,-0.44423,1.1593,-0.16886,-0.51934,-0.16518,-0.95478,1.1333,0.97598,0.89131,0.085245,-0.18392,0.19728,-1.322,-0.023284,-1.0076,-0.80516,0.47558,0.2042,-0.46313,-0.17342
-0.36118,-0.055317,1.0463,-0.019342,0.74363,2.0119,-0.1217,0.005439,0.044615,-0.75983,0.23565,-0.55002,0.85985,0.79865,0.44986,-0.98755,0.076093,0.29933,0.039735,-0.099471,-0.63334,0.61335,0.29609,0.41648,-0.66126,1.2419,-0.46672,0.26649,-0.26503,0.15626
-0.30766,1.5234,-1.5962,-0.23802,-0.0847,0.74935,-0.17728,-0.175,-0.55968,-0.43265,0.8787,1.3193,-0.30123,-0.3482,-0.26221,-0.59089,1.3765,0.3915,-0.76314,0.80773,1.2536,-0.052495,0.68301,0.81666,0.64743,2.7584,-1.299,-0.51808,-0.25502,0.5253
0.82837,0.50862,0.080917,-0.0020565,-0.5801,-0.32964,0.88437,-0.38922,1.3191,-0.89363,-0.17275,-0.95844,-1.2187,0.041865,-0.17018,0.21736,-0.47853,-0.075988,-1.129,-0.50351,-1.2573,-0.18731,0.1285,-0.16809,-0.081612,-0.41062,-1.1733,-0.20239,0.47433,0.22548
-1.9862,-1.1545,-0.59044,-0.083748,0.57945,-0.67318,-0.14238,-0.010917,-0.54477,0.72738,0.50944,0.87257,-1.0414,0.037546,1.9672,-0.17598,-1.4873,1.2762,1.0255,0.34154,1.2597,-1.0913,-0.8986,1.0442,0.3009,0.29009,-0.75135,-1.1328,0.5946,2.5933
0.84897,0.20009,-0.77596,-0.10403,0.13696,1.2723,-0.067045,-1.5691,0.40043,-0.57542,-1.3305,1.5556,0.31939,-0.86417,1.3491,-0.44672,0.0071721,-1.1844,1.5025,-0.5452,-0.19432,0.12669,-0.056444,0.50434,0.53207,1.069,-1.7227,1.2483,0.85588,0.99088
0.58294,-0.19677,0.69083,-0.24768,0.68142,1.1933,0.20659,-0.048335,-0.6037,0.6516,-0.68178,-0.82635,0.70011,0.32333,0.77382,-0.009532,-0.128,-0.49441,-0.06984,-0.96287,0.85126,0.32966,-0.13865,0.70956,0.62602,-0.96479,0.58231,1.1637,-0.90509,-0.20608
-1.782,1.0491,1.899,1.027,-1.653,-1.7883,-0.21589,-0.56662,0.28068,0.19776,-0.86779,-0.067823,-0.54146,-0.62561,-0.26131,-1.0974,-0.98428,-0.18836,-0.010519,-1.176,0.24095,-1.1514,0.10094,0.83051,-0.20225,0.66018,1.0529,-0.20648,-0.10427,-0.3362
