2.1355,2.3479,0.43474,0.50896,0.38173,2.7457,-1.6312,1.3962,0.70822,0.59259,1.902,-1.7782,-1.4486,-2.0195,2.022,-1.8661,0.39191,-0.47866,1.201,-1.2423,-1.7547,-1.9179,0.13093,-2.8542,0.38339,0.63913,-1.3669,-2.7477,1.1745,-2.0241,2.4655,-1.8091,1.674,-0.016904,-0.88716,-0.78588,0.12817,-1.5186,2.9941,0.94793,-0.39308,-2.4592,-1.8564,0.063608,1.4807,0.26226,-0.0020968,-0.989,0.90363,4.7126
2.2973,0.5519,-0.69145,-2.0839,1.3007,1.0514,-0.42547,-0.41921,-1.2828,2.4203,0.20049,1.2155,-0.39038,0.82836,-2.5377,0.93027,0.21955,0.59032,0.33174,1.6473,1.2634,0.38109,0.36252,0.43809,0.79117,0.062145,-0.15075,-0.082612,-2.211,-0.16164,0.74385,1.3163,-2.4704,3.0971,1.2813,1.2152,-1.9856,1.5419,-1.1327,-0.80008,1.2942,1.3546,-0.68335,0.93768,-4.5943,-0.33602,3.0359,-2.1276,0.10921,2.151
0.38869,-3.5863,0.25073,0.19622,-1.1305,-2.4473,0.057301,1.856,-1.3201,-1.8182,0.044419,2.7717,0.4639,-0.92804,1.2561,2.5701,0.79666,1.6647,0.50307,3.7181,-1.1033,-1.7464,1.3571,0.70143,-3.4103,1.4929,-0.74073,0.63944,1.6046,0.23308,2.6029,-2.3461,-0.83616,-0.35463,-0.18387,-2.8825,-0.53812,-0.30299,0.33194,-0.2726,-0.8326,-0.59238,1.2795,0.68826,-1.8288,0.63561,-0.22159,-1.3943,-1.1779,1.0214
1.7568,-1.046,-0.035523,0.4004,0.46363,0.87679,-2.7753,0.016242,-1.0311,-0.44773,-2.8685,0.91503,1.1728,1.6691,-0.69811,0.080885,-0.864,-1.1489,-1.8324,1.9902,-0.54722,-1.9592,-0.77822,0.56376,-1.6563,1.234,-0.51137,-1.9679,1.513,0.11264,2.7068,-1.8254,-0.84515,0.68672,-1.0897,-1.0749,0.2856,1.9457,-1.3703,-3.6574,2.4171,-0.31069,-1.5018,-1.3889,2.221,0.16779,-1.21,-0.49007,4.3796,4.9666
-0.87467,1.52,2.148,-1.84,0.76834,-0.55866,-0.075384,0.93923,-0.31847,-0.90808,0.47601,1.9884,0.74525,-0.16381,1.0509,1.724,0.61114,0.23649,0.5979,1.5762,0.70522,-0.097557,1.0601,3.5484,-2.4714,-2.042,-1.2136,1.0129,1.163,0.48055,-0.771,1.9495,-2.4919,3.8994,0.13897,0.53349,-1.2145,-1.2848,-1.4233,-0.73655,0.968,3.2541,-2.9395,-0.05433,-1.4211,-2.0283,-0.074696,-1.9484,-1.3455,-0.44604
-0.31889,-0.20578,0.88123,-2.1078,-2.5919,1.3141,-2.7995,1.2395,-2.193,1.7163,0.82801,3.5749,0.022133,-2.7673,-0.58827,-0.9536,0.5244,0.97852,-1.2794,-1.2581,0.59311,2.2196,0.34261,0.27932,0.50347,1.0801,-2.2568,1.1362,1.6377,2.3752,-0.54479,-0.21064,4.2464,-1.2614,1.2914,0.46439,0.29904,-1.3513,-0.28583,-1.795,0.80486,2.0571,-0.14816,1.7834,-0.37928,-1.988,1.1644,-0.87405,3.5112,-0.10288
-1.8081,0.24357,1.8494,0.38414,0.72704,0.63436,-0.7762,-0.47114,0.75483,-0.76721,-0.84453,-0.18433,-0.60412,1.0402,-0.84609,2.5195,-0.31966,-0.5684,0.11503,-0.78502,-0.77559,-1.5593,-1.9248,-0.24087,0.43891,-0.16202,0.75355,-0.80409,2.3794,-0.50042,-2.2553,2.3357,0.70642,0.7939,0.88174,-0.70408,0.026452,-0.46307,-1.8707,-2.3012,-2.8255,-0.76642,-0.1062,-0.39794,-1.9878,-0.016155,-1.7669,0.91676,-0.45038,0.98544
0.090674,1.7376,-0.7629,-0.20867,1.9617,0.062732,2.4224,0.22267,0.75389,-0.089018,0.17791,-1.158,-0.91294,0.69656,-0.45742,-0.24301,-1.4135,-0.59205,-0.64594,-1.7592,0.20239,-2.4672,0.11552,1.4261,0.83984,-1.9705,-2.0341,-2.2665,0.087717,2.3,-0.22222,-0.52338,-0.80562,-1.2624,0.34261,-0.59709,-1.0191,1.7396,-0.30262,1.2977,2.1409,-2.4711,-1.4828,-0.22735,-0.30246,0.028471,1.0243,0.068516,1.3962,2.2526
-0.12841,-0.19328,2.7303,0.48756,0.49791,0.28663,0.21145,0.30023,3.6941,0.99891,-1.1633,2.5338,-1.1198,-0.29333,-1.7867,-0.16138,-1.2622,2.1953,-0.57121,-2.2484,0.91439,0.26731,-1.5405,2.137,1.0458,-0.30303,1.3289,0.59975,-0.71254,0.46578,1.0453,0.87004,-1.6401,1.7772,0.049239,-2.7291,-1.6865,1.3943,1.1077,1.0242,0.2882,2.9911,-0.6658,-0.93216,-0.017382,-0.88629,2.3526,0.53288,0.50131,-0.50492
0.0091906,0.051717,1.9367,-0.87423,2.4199,3.5293,-1.1367,-2.9864,1.3444,-0.18994,-0.6967,-0.79078,-0.53364,-0.69674,0.070761,1.6225,0.24021,0.67232,-0.044687,-1.4456,-1.2287,4.13,0.88164,0.41884,-3.6568,0.25464,0.23563,3.536,-3.7349,-0.7344,1.0157,0.78627,-0.26196,-1.3979,-1.7019,-0.47008,2.6974,-1.4111,1.9312,2.2449,-2.7687,1.6692,1.3622,-0.98492,1.8189,-1.6775,0.55948,-1.8769,-2.7513,-1.6274
