-0.81473,0.79313,-1.0579,0.70424,-0.7758,-0.31617,-1.4721,-0.68956,-0.65198,2.4036,-1.2431,0.48511,-0.53033,-0.036124,0.054673,-1.1184,1.3497,1.6446,0.63119,0.13694,0.2587,-1.2704,0.89735,-0.94867,0.44961
-1.1683,-0.0856,2.7737,1.6801,0.71204,-0.89202,1.4288,-0.72871,3.0386,-0.56539,1.0083,1.8539,-1.8063,-0.27784,-0.14385,1.7504,-2.5539,2.1265,0.10546,0.83057,-1.3654,0.25751,-0.35061,-1.9646,-0.2679
-0.44363,1.3124,0.4543,-0.8271,2.5243,0.67622,-0.48447,-2.1158,-1.4885,1.5671,2.5179,1.5471,-0.39868,-2.8661,0.81312,-0.72958,-0.011829,0.065274,-2.0005,0.33269,-0.84393,0.59817,0.61796,-0.27244,0.70811
-0.33129,0.12921,2.6725,0.27885,-0.24779,-0.94833,-0.55831,-0.67135,0.75303,-1.8822,-1.6187,-1.1706,-0.73088,0.92484,-0.34155,0.34804,0.13615,0.68054,-0.74693,-0.7125,0.36182,-0.12901,0.86483,0.89242,0.77879
-0.76101,0.6563,1.4487,-0.80962,-1.5801,-0.49108,0.38769,-1.646,-1.8699,-0.54983,-0.98175,-1.4995,0.62162,-0.20085,1.0742,0.11733,1.1772,0.26395,0.97855,0.82705,1.7447,0.83288,-2.8902,-2.3933,2.6297
0.017857,1.3516,1.0721,-0.71829,0.94655,0.42542,-0.053618,-2.7939,0.044259,0.72711,0.99513,0.74621,0.34247,2.1615,0.4461,1.2028,0.67661,-2.2742,0.6197,-0.5506,0.089218,-0.17135,0.82429,-0.30414,-2.1659
-0.67413,2.1862,0.12947,-0.28333,-0.4958,-0.28046,0.54669,2.4178,-0.097574,-0.72204,0.76672,1.9567,-0.65158,-1.3234,2.7899,-1.704,0.46928,-0.46417,1.46,1.1384,-0.60757,-0.15019,0.38846,-1.1138,0.97692
-1.3112,-0.091859,0.066611,-0.92736,1.4818,-0.59669,-0.3641,-2.955,2.726,0.51778,0.56909,0.21766,-0.25433,-0.52946,-0.065007,-0.22716,-1.0005,-0.44468,3.1166,-0.50514,2.4632,0.71531,0.13664,-1.0732,-0.64926
-0.41947,0.40574,-0.2526,-0.62591,-0.31187,0.36273,-0.17455,-1.891,0.84549,-2.5653,1.352,-0.782,1.1172,1.7303,-1.3941,0.32833,-0.089803,-0.691,-1.9245,-0.45873,-0.65698,0.69838,1.7593,0.57775,0.65535
-0.97765,-0.47168,0.20806,0.14825,0.54156,-0.41371,-0.81734,3.1524,-3.289,0.43079,1.9996,-0.35244,-1.0631,1.5308,1.2461,-1.1783,-0.96205,-0.40828,2.4765,1.3242,0.81029,0.069644,1.8705,-0.9088,1.7692
0.19513,0.29879,0.45235,0.40083,1.5224,-0.84742,-0.87679,-0.15925,1.6819,1.2291,-0.82153,-0.84718,0.73812,-0.12275,0.11923,-0.048979,-1.4011,0.18316,-0.55238,0.15988,-0.41056,-0.052424,-1.0874,1.8244,1.0525
0.046887,0.16296,-1.298,-1.4377,-0.75454,0.36711,0.05494,1.3962,-0.44266,-1.1801,-0.20062,-0.56218,-0.40496,-1.959,2.2904,-1.672,0.63457,-0.28874,3.1774,-1.6046,-1.1365,-1.4203,-0.16997,1.1695,-1.0238
1.0333,-1.5952,0.17605,-1.0607,0.60052,-0.54968,-1.1092,-0.21436,0.183,-0.076904,-0.31716,0.18039,0.76308,1.8409,-0.84235,0.53173,0.42635,-0.72827,-0.44963,1.3899,-0.19111,-0.20609,-0.69219,1.2168,0.59315
-2.1135,1.5227,-2.6741,0.88433,-0.25386,0.037962,1.4019,-0.76142,-1.4285,0.57307,0.7501,-0.96942,-0.96135,-0.96068,-2.863,2.848,-1.0696,0.32517,-1.228,-0.49285,0.11216,-1.1064,0.17687,0.24396,1.1972
