21.782,-6.9708,-1.3482,-5.1237,2.1308,-2.0954,-12.467,24.959,3.6502,12.5
-6.9708,24.184,-9.5606,8.3194,-2.3727,7.9966,23.83,-61.669,-10.271,-18.59
-1.3482,-9.5606,20.622,-5.9882,-1.3771,-1.4011,-5.722,18.46,-4.3051,-1.9958
-5.1237,8.3194,-5.9882,16.035,0.22477,-2.5047,5.4584,-10.026,5.1571,-5.2489
2.1308,-2.3727,-1.3771,0.22477,3.2608,-1.4865,-3.926,8.1611,1.5081,6.2089
-2.0954,7.9966,-1.4011,-2.5047,-1.4865,19.193,5.7747,-36.202,-9.3619,-11.793
-12.467,23.83,-5.722,5.4584,-3.926,5.7747,40.138,-73.817,-17.363,-22.735
24.959,-61.669,18.46,-10.026,8.1611,-36.202,-73.817,201.02,47.312,60.662
3.6502,-10.271,-4.3051,5.1571,1.5081,-9.3619,-17.363,47.312,30.154,13.579
12.5,-18.59,-1.9958,-5.2489,6.2089,-11.793,-22.735,60.662,13.579,38.266
