140.16,-17.578,-89.105,-115.23,24.878,-129.24,-13.633,-66.785,167.92,85.723,40.418,-5.1998,-84.093,-33.476,154.21
-17.578,13.818,5.611,13.931,-3.7118,21.143,4.7917,0.90662,-4.5784,-13.736,2.8072,0.29712,4.2112,2.1574,-16.14
-89.105,5.611,94.095,91.993,-6.9279,117.92,-28.208,32.155,-148.01,-95.212,-28.111,-19.877,65.645,43.31,-121.19
-115.23,13.931,91.993,156.9,-30.01,140.05,36.75,107.18,-173.94,-80.659,-31.168,-27.347,74.381,36.454,-172.31
24.878,-3.7118,-6.9279,-30.01,29.665,-27.055,-32.965,-52.615,16.625,-3.3319,0.99987,2.2738,-12.437,2.1474,37.935
-129.24,21.143,117.92,140.05,-27.055,196.75,-18.338,61.89,-181.14,-132.15,-30.161,-32.512,88.38,59.328,-189.33
-13.633,4.7917,-28.208,36.75,-32.965,-18.338,129.85,108.41,5.3138,67.297,3.6642,19.582,-4.2448,-27.495,-23.44
-66.785,0.90662,32.155,107.18,-52.615,61.89,108.41,193.1,-99.413,19.271,-16.33,-7.2806,50.109,-6.3982,-126.85
167.92,-4.5784,-148.01,-173.94,16.625,-181.14,5.3138,-99.413,313.69,132.15,65.286,28.805,-127.07,-68.42,233.87
85.723,-13.736,-95.212,-80.659,-3.3319,-132.15,67.297,19.271,132.15,136.64,31.741,17.325,-64.465,-43.124,116
40.418,2.8072,-28.111,-31.168,0.99987,-30.161,3.6642,-16.33,65.286,31.741,32.089,-8.5728,-31.979,-3.9134,52.991
-5.1998,0.29712,-19.877,-27.347,2.2738,-32.512,19.582,-7.2806,28.805,17.325,-8.5728,52.925,-2.8671,-21.27,21.905
-84.093,4.2112,65.645,74.381,-12.437,88.38,-4.2448,50.109,-127.07,-64.465,-31.979,-2.8671,77.46,25.765,-117.25
-33.476,2.1574,43.31,36.454,2.1474,59.328,-27.495,-6.3982,-68.42,-43.124,-3.9134,-21.27,25.765,52.111,-52.974
154.21,-16.14,-121.19,-172.31,37.935,-189.33,-23.44,-126.85,233.87,116,52.991,21.905,-117.25,-52.974,258.11
