-0.27224,-3.7075,0.71584,-1.4946,-1.6878,0.49154,-0.46152,-0.14329,-1.6849,-1.3749
-1.3084,-0.73651,0.029956,0.55621,0.64798,-0.77043,-0.51287,-0.84113,-0.509,-1.6229
-0.061088,-3.1723,1.0964,-0.29631,-1.9416,0.065189,-0.53028,0.041712,-2.1794,-2.9696
-2.1769,0.50535,0.18564,0.91492,0.38856,0.1802,0.37834,-1.0016,0.15064,0.21114
-0.91568,-5.0222,0.57212,0.48206,-1.7288,-0.94392,-0.32334,-0.4855,0.0048737,-2.135
0.58933,-5.489,-0.15448,0.18025,-2.1746,-0.21678,-0.11737,2.3679,-1.4033,-3.0119
-0.80283,2.391,1.4237,-1.3225,0.70984,0.55963,0.14767,0.27097,-1.1639,0.11336
-0.29871,3.8732,-0.57617,1.9384,-1.1835,-0.42073,0.11725,-0.17187,0.19532,1.2045
1.2225,1.7564,-0.84748,-0.95417,1.9341,2.0292,0.43733,-1.0018,0.39841,2.2482
-0.65324,-2.0491,0.12415,0.81412,-1.7879,0.37742,-0.88043,-0.55964,0.36862,-0.54289
-0.86049,-0.41375,0.13608,0.4375,-0.58043,-0.2016,0.64857,-0.033706,0.71748,0.38999
0.86869,0.78237,-0.22705,-0.93145,1.8526,0.67975,-0.12065,-0.024002,1.3638,1.6757
-0.34568,0.66069,-0.95242,-0.028098,2.1643,1.0814,0.17618,0.28526,0.72634,0.96108
0.80119,2.6471,-1.1628,-0.89488,-1.0041,0.86721,0.44804,0.85647,-0.45352,1.2542
-2.3616,0.7463,0.64907,0.60814,0.34977,0.78144,-0.44612,-1.3007,-0.24447,0.73371
-0.13881,0.58762,-0.57498,0.72416,-2.2225,-1.4604,0.11992,0.64231,-0.33197,-0.56702
-2.0976,2.06,-0.45311,-0.68344,0.47077,0.98805,0.15861,-0.14691,0.51916,1.3744
0.28806,-1.2886,0.86971,-0.9429,1.0409,0.88117,-0.10873,0.11842,0.35286,-0.28745
-0.027485,-0.48823,0.60738,-0.25386,-1.5791,-0.35181,-0.25412,0.38526,-0.50415,-3.145
0.45785,4.5505,0.045549,0.14167,-0.85068,-0.46659,0.24823,0.49687,0.28239,0.91974
