-0.97388,1.0577,-1.6331,-0.95051,-0.13152,0.088431,-2.0272,1.0844,-0.83649,0.87704,0.73397,-0.54514,0.97431,0.89054,0.39876,-0.21886,1.3501,-2.2984,0.93824,0.95344,0.46727,1.589,-0.44761,1.1087,1.518
0.76689,-0.63072,0.021702,0.5218,1.497,-0.52938,-1.6433,-0.86372,-0.56961,-1.9215,0.47462,0.93747,0.03875,-0.03865,-1.8848,-0.18286,-0.55181,-0.093086,1.4432,-0.62683,0.89875,1.4362,-1.5577,0.36562,0.19505
0.35811,-0.82467,0.16408,-1.3217,-0.67135,-0.95336,-1.1682,1.9011,-0.69084,-0.11812,-0.34097,1.5834,0.23651,0.89058,-0.87893,-0.74051,-2.3374,0.83078,-0.43861,1.6448,-0.13521,-1.3406,-0.95051,0.88387,-0.57845
0.53054,-1.3406,0.58314,-0.887,-0.68486,-0.71996,-0.89223,0.71786,-0.49879,-0.43164,0.24635,0.16034,0.40689,-0.90135,-2.0348,1.5148,-0.45038,-0.34149,1.6977,-1.2655,0.097304,0.41133,0.27076,-0.048856,0.36128
-0.21505,-0.37101,-0.32425,1.1726,-0.23153,-0.43916,-3.355,-0.46287,0.23628,-1.0246,-0.2944,-1.0508,-1.4237,1.4946,-2.4885,0.56705,1.5459,-0.96674,0.88573,-0.52296,1.9281,2.9757,0.8641,-0.52564,2.2771
0.29091,0.13444,1.2073,0.13844,-1.3332,-0.37651,-0.64396,1.1377,0.59422,-0.14486,0.22432,1.3659,-0.042178,0.39559,0.21494,-0.54747,-1.549,0.0040946,-0.64244,1.6746,-0.83356,0.61585,0.7765,2.0998,-0.34493
1.1848,1.3378,-0.43965,-1.2681,-0.29457,-1.3107,0.68944,-0.38778,0.51295,1.1838,-0.33556,0.20697,-0.15594,-1.866,2.1213,-1.0047,-1.1011,0.61325,1.3663,0.26824,-0.36053,0.43014,-0.55585,0.30129,-0.87526
-0.17342,-0.47368,-0.27589,-0.029814,0.095765,1.0444,-1.5491,-0.15921,-1.18,-0.51531,-0.13333,2.2839,-0.65566,-0.35474,-1.2472,1.3462,-0.070234,-0.22005,0.85587,-0.80009,0.13461,0.70919,-1.3361,-0.13065,1.3835
1.5278,0.38579,-0.98065,-1.5769,-0.18363,-0.86403,-0.34488,-0.80986,0.19479,-1.0688,-0.98224,-1.8983,0.63841,0.64077,-0.4398,-0.21619,-0.040377,1.0909,1.0084,-1.4086,0.34059,-1.3791,0.87524,0.20267,0.90335
-1.0772,-0.84575,-1.8772,1.8038,0.54709,-1.1842,-0.15047,0.69798,0.95882,0.77537,0.50481,0.85656,0.75755,-0.41677,-2.3076,1.2971,0.12482,-1.1857,-0.92114,0.053444,1.7768,-0.20787,1.1273,-0.77542,1.9336
1.2433,3.1306,0.74829,1.3442,-1.0446,0.87466,0.67342,1.3485,-1.2583,-0.85884,-1.4533,1.2226,0.28831,0.78541,1.1219,-1.3163,0.090188,-0.059178,0.56312,2.2911,-1.5243,-0.96354,-1.0042,-0.81316,-2.3653
-0.47513,-1.1191,-1.4065,0.31914,1.6679,-0.14201,-1.088,-0.18936,0.61373,-1.63,-0.16102,-1.7005,-2.7,-1.1992,-1.979,0.7135,0.92575,0.3707,1.4656,-1.2446,-0.17383,0.14643,0.71219,0.61886,1.3998
0.92234,-0.4974,1.491,-0.52889,-0.3319,0.53859,-0.65339,0.8998,-1.0927,0.3829,-0.59068,0.64764,-0.063573,-2.1982,-1.1569,1.0392,-0.4111,0.19857,-0.0025033,1.5786,0.47615,1.8707,-1.7424,-0.57369,-0.010725
