22.787,1.3209,-4.5471,-6.007,1.4985,0.54163,1.6082,8.223,0.9475,2.7167
1.3209,143.13,-14.512,2.2705,32.689,9.3051,11.94,-7.162,20.907,66.935
-4.5471,-14.512,9.5536,-2.3783,-4.2376,-1.4876,-2.5875,-1.6918,-5.9571,-12.083
-6.007,2.2705,-2.3783,14.924,-7.4648,-8.2429,-0.46904,-2.2992,3.1088,-1.9813
1.4985,32.689,-4.2376,-7.4648,42.555,13.487,3.8622,-8.7023,14.775,30.904
0.54163,9.3051,-1.4876,-8.2429,13.487,13.744,0.9924,-2.9794,2.2876,13.297
1.6082,11.94,-2.5875,-0.46904,3.8622,0.9924,3.047,1.1053,2.6373,7.4061
8.223,-7.162,-1.6918,-2.2992,-8.7023,-2.9794,1.1053,12.278,-4.0507,-7.9625
0.9475,20.907,-5.9571,3.1088,14.775,2.2876,2.6373,-4.0507,15.446,19.711
2.7167,66.935,-12.083,-1.9813,30.904,13.297,7.4061,-7.9625,19.711,52.558
