14,2,9,7,15,8,1,13,12,6,11,3,5,10,4
8,11,10,3,15,12,1,13,5,2,9,4,14,7,6
14,9,12,5,8,3,15,2,11,13,1,10,4,7,6
6,1,13,8,11,3,9,4,14,15,5,12,7,2,10
3,9,12,2,5,4,8,1,10,6,15,13,11,7,14
2,1,6,4,9,7,5,13,8,3,10,14,11,15,12
10,14,5,9,15,8,4,11,7,2,6,1,3,13,12
7,1,15,9,3,4,10,8,2,14,5,11,13,12,6
3,4,5,8,6,12,15,7,10,14,11,2,13,1,9
7,11,6,4,15,3,10,12,14,8,13,9,5,2,1
1,8,9,3,15,11,13,10,4,2,14,5,6,12,7
4,15,1,13,11,7,14,2,6,8,5,10,3,12,9
10,3,6,15,8,5,7,12,9,1,2,11,4,13,14
6,5,14,7,9,8,3,13,1,12,15,11,10,2,4
4,11,3,10,2,9,1,14,15,13,7,8,12,5,6
3,14,4,6,13,1,9,11,7,15,12,5,2,10,8
7,6,3,2,9,14,8,10,5,13,15,1,11,4,12
15,2,9,4,13,6,8,11,1,7,10,3,5,14,12
2,14,11,3,1,9,10,7,4,5,6,12,8,13,15
6,13,3,2,9,4,7,12,8,14,1,5,15,10,11
4,14,2,5,3,10,9,8,6,13,1,15,7,11,12
3,11,12,14,13,10,2,15,7,4,9,6,1,5,8
5,1,7,4,10,9,12,3,11,14,2,13,8,6,15
13,2,10,8,12,6,3,7,1,5,11,9,4,14,15
8,14,9,7,13,3,10,15,12,11,6,2,5,1,4
