14,49,16,50,33,30,12,18,11,32,4,26,10,47,44,21,5,19,13,43,3,22,46,9,17,45,15,48,34,25,31,27,7,23,1,38,8,20,6,28,42,40,36,37,2,35,24,41,39,29
43,30,29,37,15,42,36,40,19,48,13,41,47,26,32,27,23,49,18,22,9,21,11,2,7,34,24,6,33,38,31,44,12,8,45,3,4,1,14,17,50,25,5,39,10,46,20,28,35,16
16,31,38,27,36,26,17,23,47,44,43,28,18,25,11,48,49,2,22,34,30,32,33,12,41,46,6,42,4,8,15,39,5,40,29,35,7,9,10,13,37,45,21,50,3,19,1,24,14,20
50,22,28,8,12,40,19,37,21,9,44,10,49,23,36,45,38,24,31,15,34,20,41,6,3,17,25,29,46,11,7,42,30,18,26,39,27,48,14,47,4,2,5,33,1,32,35,16,43,13
6,28,16,23,7,19,26,48,45,17,21,44,8,31,40,30,39,46,34,18,43,37,35,27,10,29,42,12,49,38,33,15,41,25,5,9,3,2,4,32,24,1,20,36,11,22,14,47,50,13
11,40,2,46,17,8,39,20,4,13,35,25,19,50,47,15,7,31,42,34,26,44,24,32,43,37,48,5,33,21,28,41,36,45,38,6,18,16,49,30,23,22,9,10,12,27,3,14,29,1
26,5,24,15,38,39,12,10,35,32,13,42,27,4,34,46,2,45,14,37,22,11,1,23,18,7,3,21,30,49,47,25,43,40,9,48,50,44,41,6,36,29,28,20,16,8,31,33,17,19
25,40,6,10,21,50,8,13,15,48,11,5,7,16,19,12,36,26,2,49,41,1,3,35,14,44,9,24,38,37,43,46,27,22,17,18,23,4,33,39,45,32,29,42,31,28,47,34,30,20
15,6,18,47,14,1,13,12,27,26,25,45,39,22,11,5,50,16,2,38,8,23,44,29,19,9,20,36,41,37,4,17,40,35,30,49,24,34,7,42,33,21,46,48,43,32,3,10,28,31
8,18,24,33,27,26,48,21,22,29,46,9,17,44,39,7,41,37,35,20,15,11,12,42,38,2,50,43,5,47,36,6,45,30,19,14,40,16,3,34,4,10,31,49,28,1,23,25,32,13
29,12,3,45,22,27,15,44,41,38,1,7,17,39,11,33,36,5,18,20,10,30,13,6,42,31,2,40,32,4,47,26,28,49,46,14,37,8,25,23,43,35,16,21,9,48,34,50,19,24
25,11,39,35,4,48,44,15,10,41,33,23,32,20,30,50,1,42,24,43,47,45,31,2,46,22,9,5,16,17,18,34,8,28,21,7,14,13,3,37,36,26,29,40,49,38,27,6,12,19
7,8,47,19,31,25,30,23,13,9,3,45,5,11,39,16,40,1,38,42,27,37,6,34,15,18,14,46,4,17,2,21,35,26,32,12,29,49,24,43,50,22,41,48,10,36,28,20,33,44
36,40,22,38,41,19,27,14,4,13,45,15,46,8,9,26,34,20,6,25,28,50,33,37,32,24,10,30,39,42,2,31,35,18,3,12,48,7,5,21,23,11,17,16,47,49,1,43,29,44
18,6,28,26,25,40,39,49,1,3,14,37,20,29,30,19,15,9,35,44,16,33,5,8,2,7,24,11,34,46,21,31,50,47,43,32,41,12,45,36,48,38,42,13,10,23,27,17,4,22
25,11,44,35,48,42,34,29,3,26,23,22,49,37,43,14,38,31,45,7,32,16,39,1,18,17,9,40,33,8,13,19,50,20,41,10,6,4,27,36,2,5,12,46,24,30,15,21,28,47
18,3,29,42,19,48,10,14,46,20,41,26,38,4,8,35,50,34,5,11,47,40,16,7,6,44,15,17,30,9,1,13,25,2,24,27,32,12,33,43,23,21,39,37,49,31,45,28,22,36
28,14,15,10,26,13,20,1,41,35,8,21,43,2,3,19,49,37,16,42,38,6,17,32,25,47,29,30,46,45,50,23,12,11,4,18,9,5,31,7,39,27,48,40,44,34,36,22,24,33
5,24,39,33,47,13,40,35,45,37,50,20,42,22,7,23,1,38,31,30,32,44,26,46,19,43,11,17,8,34,36,16,48,41,27,18,12,49,3,28,29,14,21,9,4,25,15,6,2,10
34,31,15,50,2,24,6,46,25,1,45,16,49,9,43,44,29,30,38,20,39,5,40,47,41,37,32,17,3,28,19,26,33,11,27,7,42,18,21,35,23,4,12,8,10,22,48,36,14,13
26,37,1,50,49,41,17,42,21,47,24,5,7,18,8,30,40,35,19,39,12,34,45,22,13,2,32,4,38,16,29,33,27,14,20,25,23,6,11,3,9,28,36,10,46,48,15,43,44,31
30,2,36,27,17,5,13,37,4,22,15,25,34,35,24,38,18,42,44,45,47,31,48,46,29,8,10,41,6,12,40,1,16,33,43,23,21,11,20,3,49,32,14,19,7,50,9,28,39,26
10,21,12,34,22,26,47,27,15,32,41,42,39,11,46,14,30,25,35,8,24,28,6,19,4,49,18,1,23,9,33,31,43,3,45,50,13,29,40,5,38,20,2,37,7,36,17,44,48,16
38,13,39,31,20,14,22,40,29,6,21,26,11,25,34,4,35,2,36,5,19,32,33,44,41,17,28,1,50,8,3,37,7,42,47,49,23,45,12,46,9,43,30,27,10,18,48,16,15,24
45,26,9,27,29,31,39,10,40,43,50,32,38,19,20,22,23,2,46,15,42,24,3,33,14,37,18,49,47,16,1,48,13,11,7,21,36,30,6,5,34,25,12,35,4,17,8,28,44,41
