10,22,6,15,16,24,17,1,23,5,18,4,20,12,11,8,14,7,19,25,2,21,13,3,9
14,22,17,24,7,19,8,18,5,2,16,4,11,13,15,3,9,25,12,23,1,6,21,20,10
7,11,5,17,9,22,8,13,12,14,6,24,20,2,16,25,21,4,3,23,18,1,19,10,15
22,9,11,2,1,12,23,21,17,7,8,5,19,24,15,18,20,25,14,10,4,6,3,13,16
12,4,11,13,14,8,2,7,20,5,25,9,16,6,19,24,22,21,3,10,1,15,23,17,18
9,10,19,1,22,16,20,4,21,15,6,3,18,7,23,11,12,24,25,17,13,2,8,5,14
10,7,16,6,1,22,8,4,17,11,20,3,13,15,12,23,18,21,2,9,25,24,14,19,5
12,11,7,17,3,24,15,19,8,4,23,16,21,20,1,2,9,5,13,6,18,25,22,10,14
9,19,7,12,21,11,14,25,10,5,16,17,2,15,23,18,22,8,1,20,6,24,13,3,4
6,5,9,22,13,15,18,3,11,14,7,2,4,23,24,20,12,1,21,25,8,16,17,10,19
3,9,20,22,13,6,7,18,21,25,2,23,1,19,8,12,14,5,11,15,17,4,24,16,10
12,23,11,25,5,13,16,7,4,8,24,1,22,19,2,10,17,15,6,20,9,14,21,18,3
20,24,4,18,14,9,15,2,13,19,5,22,21,10,11,6,25,3,12,1,7,8,16,23,17
1,14,10,23,9,13,7,2,24,25,4,12,16,6,3,17,11,21,8,5,20,22,15,18,19
21,24,17,16,7,19,4,23,14,18,9,22,6,1,20,25,15,12,5,2,11,13,10,3,8
11,16,21,15,6,8,13,17,18,9,3,20,1,12,22,25,10,4,23,14,24,2,5,7,19
10,25,18,19,12,4,17,14,2,22,1,24,20,16,15,8,13,11,7,9,3,21,5,6,23
5,25,14,3,1,11,23,9,10,24,18,2,16,20,22,8,19,17,15,21,4,7,6,13,12
10,22,4,14,2,23,15,1,8,3,17,12,9,6,18,5,24,19,16,13,25,7,20,11,21
12,24,2,18,9,8,1,17,20,22,6,19,16,23,25,3,14,11,15,21,13,4,7,10,5
2,19,13,25,18,4,1,17,11,16,10,5,21,23,14,8,7,6,20,24,22,9,15,3,12
10,24,16,3,17,14,6,9,8,7,15,23,25,5,13,1,19,11,4,2,21,18,22,20,12
4,11,15,16,18,9,1,23,21,8,6,25,17,20,2,14,7,10,12,5,3,13,24,22,19
25,23,6,12,2,24,11,14,19,4,7,3,10,15,17,8,22,16,21,13,9,18,1,5,20
1,14,18,21,13,9,11,24,25,10,7,23,22,5,20,4,15,2,6,17,8,19,12,16,3
