3.7325,-0.70697,-2.4873,-3.3005,-0.13277,-2.5736,-0.69023,-1.7459,4.4838,3.0671,1.956,-1.4355,-2.1902,-0.34169,3.5674
2.4271,-1.2,-1.9588,-2.3829,-0.59971,-3.5549,0.77008,1.9715,3.0811,4.5084,1.1861,1.0609,-0.89113,-1.2629,3.3067
-1.5807,0.037147,-0.69176,-1.4387,-0.068259,-0.46997,-0.74587,-0.59631,-0.16749,1.0623,-0.45467,0.79404,0.22507,0.017346,1.6558
2.2858,-0.9354,-0.95816,-2.8271,0.67474,-2.5555,-1.7997,-1.2692,3.2038,0.18123,-0.63536,0.7668,-0.72086,-2.9228,3.2697
-3.5417,-0.48693,3.5883,1.1517,0.15759,2.1266,-2.3388,-0.4523,-6.1085,-2.6027,-1.1592,1.5011,2.8874,1.6802,-2.891
-3.5935,-0.032668,1.7255,3.2641,-0.46691,3.7816,2.1263,3.7426,-2.8806,-1.3102,-1.8062,0.60798,2.5893,0.24456,-5.2299
-2.5193,0.69675,2.7073,3.31,-1.1698,4.3278,0.37854,5.0603,-4.0712,-1.3132,-0.8475,-0.57243,1.4246,0.22007,-5.3239
-0.11536,-0.13919,0.0274,1.1154,-0.50227,-0.68485,0.79085,2.9595,-1.8662,0.75689,-1.3201,-0.13843,0.55233,0.67739,-2.5869
2.6672,-0.3422,-2.1863,-4.9688,1.2901,-2.0719,-1.9528,-3.7179,3.1941,0.44354,-0.26369,2.5381,-1.427,0.36805,1.5585
1.4022,0.28317,-1.4347,-2.5105,1.3216,-2.7457,0.18828,-0.47787,1.5686,3.0421,0.75049,-0.48145,-0.36777,-0.43224,3.5975
1.8328,0.11221,-1.104,-1.5902,1.0551,-2.0677,0.34966,0.39196,4.0256,0.80725,0.50059,0.73742,-0.66945,-2.1621,1.3756
-2.2395,-0.040224,1.3056,2.2949,0.040603,2.4487,-1.8479,-1.5155,-2.2555,-1.7011,-1.0836,-0.62795,-0.53851,0.84248,-0.77387
-0.080108,-0.18577,0.89247,0.087106,-0.03981,1.9167,-2.6134,-0.4068,-0.25366,-1.6385,-0.012913,-1.893,0.27515,-0.07271,-0.46274
-0.14275,-0.39566,0.064682,0.40363,1.9095,-1.1919,0.12147,-2.5104,-0.38155,0.13015,-0.90098,1.552,0.73064,0.27311,0.67127
3.4454,-0.64295,-1.1808,-1.0272,0.87004,-1.0432,-1.5286,-1.174,1.4833,0.90357,0.86336,-1.3914,-0.85551,0.49045,1.6147
-0.11068,-0.75716,0.4564,1.8202,0.24001,0.55319,-1.4888,1.224,-1.6106,-0.4772,-1.0887,-0.59563,1.6266,0.80723,-3.303
0.97179,-0.96604,-0.76039,-3.0089,2.1178,-3.5411,-3.0969,-3.634,-0.89312,0.53625,-1.5157,0.1833,-0.54875,-0.8133,2.162
-2.2183,0.36058,2.066,1.084,0.27848,1.4981,-1.694,-0.92704,-4.9813,-2.1791,-0.72689,-1.7407,2.6313,1.227,-3.7192
1.4346,0.26852,0.045321,-2.0601,1.1835,0.2512,-3.4619,-3.7859,3.0367,-0.79996,1.1461,-0.40546,-0.69795,1.1129,2.0955
0.95226,-0.34571,0.12511,-0.21894,-0.34562,1.2526,-1.3172,-0.47865,-0.54555,-0.84008,-0.63306,-2.2774,0.92807,0.94378,-0.68581
0.59616,-1.4135,-0.50645,-0.64937,-0.27395,-2.4772,1.9495,2.7121,-1.6664,1.6052,-1.1894,0.75575,0.33836,-0.97932,1.0993
-0.10217,-0.075429,1.0672,-1.4383,-0.36167,1.8289,-1.0757,-3.0482,1.0514,-1.2947,-0.65039,0.33045,0.16339,0.39078,-0.43393
0.70377,0.55251,-3.9641,-3.6914,-1.1706,-4.4813,1.6098,-0.84558,7.331,3.7759,0.49618,2.6611,-1.7753,-2.0672,3.6558
3.0994,0.20021,-2.7831,-1.1715,0.24078,-3.9057,1.7531,-0.84359,3.7913,3.3381,0.65999,-0.50632,-3.5308,-2.0442,3.2229
2.3996,-0.41425,-0.39392,-1.7799,1.8204,-2.5085,-0.26575,-2.7098,1.6948,0.96973,0.63484,-0.12144,-2.9556,0.66211,3.9334
-0.86678,0.18561,0.659,0.47979,0.11974,1.4893,-0.22801,0.95132,-1.6536,-0.10708,0.79823,-0.98566,-0.19389,0.98054,-2.0468
0.23536,-0.4006,-0.14144,0.16598,-0.14904,-0.87711,0.63185,0.64826,1.4029,1.9556,0.84056,-1.3283,-0.46893,1.8055,-0.18383
-0.72228,0.95662,-0.57033,0.073791,0.38726,1.0548,1.4646,0.35655,-0.7326,0.35792,0.22852,0.56014,0.4511,0.64551,-0.24545
0.60976,-1.2528,-0.47114,0.31061,-1.0639,-0.80463,4.1946,4.1028,-0.77759,3.4149,0.0459,-0.44362,-0.41538,0.23574,-0.49576
1.4118,-0.42186,1.1058,-1.3524,0.90897,0.09944,-4.1667,-2.4885,1.5998,-1.8714,0.5701,-1.182,-0.88814,2.0886,2.8179
